               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  51,             0.05658,            0.048397,            0.038584,             0.12288,             0.15654,            0.091255,            0.027929,            0.057894,             0.01778,            0.034115,             0.00802,             0.00802,             0.00802
                  52,            0.057958,            0.050181,             0.03686,             0.19935,             0.14079,             0.10839,            0.038823,             0.05646,            0.017558,            0.033661,           0.0079804,           0.0079804,           0.0079804
                  53,            0.057633,            0.048182,            0.037138,             0.21142,             0.13688,             0.11085,            0.049569,            0.056596,            0.018101,            0.033508,           0.0079408,           0.0079408,           0.0079408
                  54,            0.056291,            0.048172,            0.036268,             0.10897,             0.16406,             0.10101,            0.040234,            0.057194,            0.019297,            0.033363,           0.0079012,           0.0079012,           0.0079012
                  55,            0.056432,            0.047198,            0.037363,             0.20965,             0.18708,             0.13593,            0.062396,            0.058583,            0.018087,            0.033356,           0.0078616,           0.0078616,           0.0078616
                  56,            0.057055,            0.049355,            0.036241,             0.18603,             0.16226,             0.11899,            0.044102,            0.056239,            0.017477,            0.032623,            0.007822,            0.007822,            0.007822
                  57,            0.056562,            0.049374,              0.0355,             0.27145,             0.15811,             0.14291,            0.068817,            0.056805,            0.017146,            0.034451,           0.0077824,           0.0077824,           0.0077824
                  58,            0.057705,            0.048227,            0.034868,             0.20428,              0.1556,             0.13304,            0.048856,            0.058402,             0.01784,            0.032768,           0.0077428,           0.0077428,           0.0077428
                  59,            0.055962,            0.048314,            0.035632,              0.1876,              0.1769,             0.11646,            0.051424,            0.057234,            0.017748,            0.033699,           0.0077032,           0.0077032,           0.0077032
                  60,            0.055925,             0.05007,            0.035639,             0.20727,             0.19635,             0.13188,            0.049362,            0.061436,            0.016902,            0.035751,           0.0076636,           0.0076636,           0.0076636
                  61,            0.056908,            0.048942,            0.034953,             0.16574,              0.2024,             0.11749,            0.047433,            0.056541,            0.017496,            0.032982,            0.007624,            0.007624,            0.007624
                  62,            0.055621,            0.047999,            0.035334,             0.27451,              0.1672,             0.14212,            0.061834,            0.056774,            0.017505,            0.034355,           0.0075844,           0.0075844,           0.0075844
                  63,            0.055567,            0.047394,            0.034838,              0.2186,             0.17376,             0.11348,            0.041954,            0.058009,             0.01787,            0.034664,           0.0075448,           0.0075448,           0.0075448
                  64,            0.055164,              0.0488,            0.035528,             0.25311,             0.15263,             0.12465,            0.048493,            0.056225,            0.018268,            0.034267,           0.0075052,           0.0075052,           0.0075052
                  65,            0.054583,            0.048799,            0.034236,             0.12928,             0.15004,             0.09678,            0.041175,            0.057373,            0.017662,             0.03371,           0.0074656,           0.0074656,           0.0074656
                  66,            0.055567,             0.04912,            0.034223,             0.18756,             0.20299,             0.13678,            0.054308,            0.057188,            0.017723,            0.033249,            0.007426,            0.007426,            0.007426
                  67,            0.054646,            0.048191,            0.034258,             0.20679,             0.20497,             0.13362,            0.061675,            0.055326,            0.017936,            0.033772,           0.0073864,           0.0073864,           0.0073864
                  68,            0.054974,             0.04803,            0.033348,              0.1909,              0.2255,             0.12785,            0.046215,            0.055698,            0.017661,            0.034904,           0.0073468,           0.0073468,           0.0073468
                  69,            0.053955,            0.047705,            0.032899,             0.26951,             0.20803,             0.15432,            0.063074,            0.055072,            0.017491,            0.033554,           0.0073072,           0.0073072,           0.0073072
                  70,            0.055162,            0.046568,            0.032608,              0.1842,             0.18316,             0.10768,            0.043597,            0.058033,            0.017262,            0.033707,           0.0072676,           0.0072676,           0.0072676
                  71,            0.054527,            0.047532,            0.030701,             0.19163,             0.14085,            0.089791,            0.040446,            0.056547,            0.017707,            0.034569,            0.007228,            0.007228,            0.007228
                  72,            0.055293,            0.047304,            0.031864,             0.12196,             0.15565,            0.093022,            0.034961,            0.058814,            0.018243,            0.034313,           0.0071884,           0.0071884,           0.0071884
                  73,            0.055447,            0.047228,            0.032117,             0.28363,             0.26299,             0.18839,            0.086766,            0.055076,            0.017493,            0.034344,           0.0071488,           0.0071488,           0.0071488
                  74,            0.055019,            0.046297,            0.031005,             0.13187,              0.1482,            0.091775,            0.037945,            0.055912,            0.017778,            0.036018,           0.0071092,           0.0071092,           0.0071092
                  75,            0.054053,            0.046627,            0.032168,              0.1715,             0.13095,             0.10966,            0.048804,            0.054165,            0.018202,            0.036484,           0.0070696,           0.0070696,           0.0070696
                  76,            0.053545,            0.046455,             0.03183,             0.32042,              0.2398,             0.18127,            0.068765,            0.056227,            0.017613,            0.034435,             0.00703,             0.00703,             0.00703
                  77,            0.053641,            0.045454,            0.030639,             0.16011,             0.20478,             0.11519,            0.051279,            0.056484,            0.017476,             0.03513,           0.0069904,           0.0069904,           0.0069904
                  78,            0.054203,            0.046534,            0.030748,             0.25575,             0.18626,             0.16697,            0.076707,            0.056228,            0.017128,            0.034679,           0.0069508,           0.0069508,           0.0069508
                  79,            0.053498,             0.04802,            0.030957,             0.22327,             0.16821,             0.15125,            0.070858,            0.053142,             0.01753,            0.035336,           0.0069112,           0.0069112,           0.0069112
                  80,            0.053683,            0.046932,            0.030223,             0.17819,             0.16201,             0.11572,            0.046524,             0.05472,            0.017911,            0.033531,           0.0068716,           0.0068716,           0.0068716
                  81,            0.053546,            0.044964,             0.03052,              0.3661,             0.18145,             0.17504,            0.077081,            0.055483,            0.016998,            0.033661,            0.006832,            0.006832,            0.006832
                  82,            0.053338,            0.046316,            0.029931,             0.28516,             0.17928,             0.16294,            0.071621,            0.055971,            0.017392,            0.034401,           0.0067924,           0.0067924,           0.0067924
                  83,            0.052622,             0.04637,            0.028631,             0.22723,             0.18296,              0.1587,            0.061798,             0.05509,            0.018181,             0.03669,           0.0067528,           0.0067528,           0.0067528
                  84,            0.053163,            0.046274,            0.029052,             0.27276,             0.25351,             0.17736,            0.063944,            0.056368,            0.018516,            0.037464,           0.0067132,           0.0067132,           0.0067132
                  85,            0.052151,            0.046454,            0.027799,             0.19239,             0.16202,             0.11067,            0.053347,             0.05424,            0.017833,            0.037491,           0.0066736,           0.0066736,           0.0066736
                  86,             0.05224,            0.046079,            0.029645,             0.30519,              0.1676,             0.13843,            0.073395,            0.053915,            0.017778,            0.035778,            0.006634,            0.006634,            0.006634
                  87,            0.052076,            0.046037,            0.029025,             0.21576,             0.20535,             0.15644,            0.067422,            0.056532,            0.017777,            0.034313,           0.0065944,           0.0065944,           0.0065944
                  88,            0.052717,            0.046223,            0.028485,             0.20982,             0.13901,             0.10748,              0.0389,            0.056908,            0.017843,             0.03458,           0.0065548,           0.0065548,           0.0065548
                  89,            0.052146,            0.048236,            0.028675,             0.32358,             0.18649,             0.18767,            0.087374,            0.055448,            0.017253,            0.033142,           0.0065152,           0.0065152,           0.0065152
                  90,            0.052702,            0.046187,            0.028695,             0.18792,             0.20169,             0.12012,            0.048358,            0.054912,            0.019939,            0.034241,           0.0064756,           0.0064756,           0.0064756
                  91,            0.052292,            0.045277,            0.027357,             0.24414,             0.23617,             0.17169,            0.068909,            0.054709,            0.017644,            0.033333,            0.006436,            0.006436,            0.006436
                  92,             0.05196,            0.043078,            0.028659,              0.1886,             0.19825,             0.16952,            0.074063,            0.055778,             0.01712,             0.03413,           0.0063964,           0.0063964,           0.0063964
                  93,            0.051941,            0.046285,             0.02684,             0.13136,              0.1454,            0.093582,            0.037259,             0.05512,            0.018686,            0.034817,           0.0063568,           0.0063568,           0.0063568
                  94,            0.052622,            0.046201,             0.02645,              0.2633,             0.21152,             0.15114,            0.069955,              0.0545,            0.017635,            0.036911,           0.0063172,           0.0063172,           0.0063172
                  95,            0.051488,             0.04505,            0.026063,             0.35161,             0.24371,             0.21102,            0.087328,            0.055362,            0.017063,            0.035706,           0.0062776,           0.0062776,           0.0062776
                  96,            0.051104,            0.047237,            0.025982,             0.16301,               0.184,             0.13482,            0.071381,            0.054628,              0.0179,            0.034035,            0.006238,            0.006238,            0.006238
                  97,             0.05051,            0.043902,            0.026325,             0.23274,             0.22416,             0.16188,            0.066931,            0.054232,            0.017444,            0.036213,           0.0061984,           0.0061984,           0.0061984
                  98,            0.052403,            0.044278,            0.026099,             0.19322,             0.18931,              0.1524,            0.059333,             0.05625,            0.017746,            0.033859,           0.0061588,           0.0061588,           0.0061588
                  99,            0.051075,            0.046205,            0.025121,             0.20322,             0.19185,             0.14599,            0.072798,            0.052249,            0.017899,            0.037674,           0.0061192,           0.0061192,           0.0061192
                 100,            0.051103,            0.044795,            0.026521,             0.25544,             0.18093,             0.16355,            0.070908,            0.052569,            0.017432,             0.03788,           0.0060796,           0.0060796,           0.0060796
                 101,            0.052475,            0.046012,            0.022767,             0.21663,             0.27419,             0.15991,            0.065874,            0.056841,            0.017583,             0.03381,             0.00604,             0.00604,             0.00604
                 102,            0.050646,            0.042422,            0.023799,             0.20348,             0.19459,             0.12249,            0.047597,             0.05212,            0.017214,            0.036854,           0.0060004,           0.0060004,           0.0060004
                 103,            0.050728,             0.04516,            0.024227,             0.37495,             0.21269,             0.22284,            0.099014,            0.053545,            0.017649,             0.03297,           0.0059608,           0.0059608,           0.0059608
                 104,            0.051418,            0.045205,            0.024633,             0.35357,             0.21964,             0.17951,            0.088727,            0.055608,            0.017317,            0.040676,           0.0059212,           0.0059212,           0.0059212
                 105,             0.05019,            0.044358,            0.023803,             0.33241,             0.19538,             0.19696,            0.089473,            0.054656,            0.016853,            0.034012,           0.0058816,           0.0058816,           0.0058816
                 106,            0.050462,            0.044877,            0.024116,              0.3267,             0.16001,             0.16347,            0.072184,            0.054167,            0.017053,            0.034283,            0.005842,            0.005842,            0.005842
                 107,            0.050258,            0.045486,            0.025032,             0.22455,             0.19916,             0.12361,            0.050285,            0.054523,            0.018139,            0.033001,           0.0058024,           0.0058024,           0.0058024
                 108,            0.050494,            0.045281,            0.024777,             0.31803,             0.23169,             0.17914,            0.077078,            0.054766,            0.016952,            0.034393,           0.0057628,           0.0057628,           0.0057628
                 109,            0.049839,            0.044852,            0.022775,             0.27851,             0.21985,              0.1949,            0.085019,            0.054312,            0.017782,            0.032616,           0.0057232,           0.0057232,           0.0057232
                 110,            0.051149,            0.044704,            0.023191,             0.21262,             0.20938,             0.13778,             0.06317,            0.053204,               0.018,            0.039036,           0.0056836,           0.0056836,           0.0056836
                 111,            0.049759,            0.042782,            0.024167,             0.32358,               0.268,             0.20069,            0.082797,            0.054345,            0.017427,            0.036446,            0.005644,            0.005644,            0.005644
                 112,            0.049883,            0.044494,            0.023104,             0.28037,             0.25014,             0.17868,            0.071371,            0.053472,            0.017119,            0.037476,           0.0056044,           0.0056044,           0.0056044
                 113,            0.050621,            0.044741,            0.022818,             0.41463,             0.21372,             0.23951,             0.10218,            0.055477,            0.016493,            0.035202,           0.0055648,           0.0055648,           0.0055648
                 114,            0.050363,            0.043634,              0.0224,             0.35644,             0.20754,             0.18177,            0.078014,            0.055805,            0.017256,            0.035542,           0.0055252,           0.0055252,           0.0055252
                 115,            0.049603,            0.043263,            0.021908,             0.39845,             0.17103,             0.18707,             0.10041,            0.055402,            0.017226,            0.035038,           0.0054856,           0.0054856,           0.0054856
                 116,            0.050138,            0.044116,             0.02079,             0.22299,             0.19561,              0.1913,             0.10486,            0.053067,            0.017312,            0.035156,            0.005446,            0.005446,            0.005446
                 117,            0.049981,            0.044583,            0.021495,             0.19222,             0.18312,             0.11746,            0.047901,            0.052399,            0.017558,            0.040302,           0.0054064,           0.0054064,           0.0054064
                 118,            0.049908,            0.042188,            0.022167,             0.27504,             0.16669,             0.11894,            0.049289,            0.054841,            0.017413,            0.037556,           0.0053668,           0.0053668,           0.0053668
                 119,            0.050411,            0.043486,            0.022199,             0.28166,             0.24041,             0.15207,            0.074679,            0.052905,            0.018107,            0.037235,           0.0053272,           0.0053272,           0.0053272
                 120,            0.049743,            0.042698,            0.022384,             0.40441,             0.20035,             0.23279,                0.11,            0.053904,            0.017672,            0.036472,           0.0052876,           0.0052876,           0.0052876
                 121,            0.049942,            0.045518,            0.021932,             0.46869,             0.19583,             0.21637,             0.10374,              0.0545,            0.016769,            0.034794,            0.005248,            0.005248,            0.005248
                 122,            0.049264,            0.044687,             0.02122,             0.35994,             0.23037,             0.24759,             0.10595,            0.052331,            0.017086,            0.037449,           0.0052084,           0.0052084,           0.0052084
                 123,            0.048866,            0.042604,            0.021585,             0.32161,              0.2225,              0.2099,            0.097565,            0.054766,            0.017392,            0.031975,           0.0051688,           0.0051688,           0.0051688
                 124,            0.048942,            0.041456,            0.020436,              0.3628,             0.15564,             0.17811,            0.095145,            0.052814,            0.017454,            0.036625,           0.0051292,           0.0051292,           0.0051292
                 125,            0.049095,            0.042295,            0.021452,             0.38703,             0.20852,             0.21741,             0.10146,             0.05395,            0.016707,             0.03632,           0.0050896,           0.0050896,           0.0050896
                 126,            0.048543,            0.044041,            0.020065,             0.38755,             0.19224,             0.20623,            0.089903,            0.053975,            0.017925,            0.038906,             0.00505,             0.00505,             0.00505
                 127,            0.049911,            0.044665,            0.021378,             0.34564,             0.12155,             0.14995,            0.065534,            0.056901,            0.016794,            0.037865,           0.0050104,           0.0050104,           0.0050104
                 128,            0.048536,            0.041474,            0.021356,             0.40318,             0.17826,             0.18017,            0.074291,            0.055516,            0.017764,            0.034462,           0.0049708,           0.0049708,           0.0049708
                 129,            0.048239,            0.042763,            0.021757,             0.37173,             0.17144,              0.1784,            0.083826,            0.053322,            0.017402,            0.039818,           0.0049312,           0.0049312,           0.0049312
                 130,            0.048753,            0.043602,            0.020254,             0.35992,             0.22936,             0.19307,            0.086099,            0.056584,            0.017209,            0.036385,           0.0048916,           0.0048916,           0.0048916
                 131,             0.04857,             0.04241,            0.021966,             0.30084,             0.21316,             0.18585,            0.081436,            0.053613,            0.017039,            0.037491,            0.004852,            0.004852,            0.004852
                 132,            0.048425,            0.040792,            0.020863,             0.36671,             0.20195,             0.19852,             0.08865,            0.053397,             0.01695,            0.038006,           0.0048124,           0.0048124,           0.0048124
                 133,            0.047674,            0.042475,            0.019849,             0.47756,             0.20419,             0.20803,            0.089521,            0.054103,            0.016818,            0.034458,           0.0047728,           0.0047728,           0.0047728
                 134,            0.048403,            0.043819,            0.020862,             0.22316,             0.19224,             0.15608,            0.076276,            0.052325,            0.017271,            0.038548,           0.0047332,           0.0047332,           0.0047332
                 135,            0.048658,            0.043509,            0.019553,             0.37506,             0.21839,             0.23198,             0.10215,            0.051764,            0.017667,            0.035854,           0.0046936,           0.0046936,           0.0046936
                 136,            0.048428,            0.044124,            0.018357,             0.34388,             0.21079,             0.21696,              0.1049,            0.054391,            0.016721,            0.038204,            0.004654,            0.004654,            0.004654
                 137,            0.048236,            0.043089,            0.019565,             0.24349,             0.22965,             0.15734,            0.070776,            0.053431,             0.01783,            0.037582,           0.0046144,           0.0046144,           0.0046144
                 138,            0.047865,             0.04345,             0.01973,             0.42862,             0.17416,             0.19017,            0.082309,            0.054167,             0.01701,            0.040524,           0.0045748,           0.0045748,           0.0045748
                 139,            0.047977,            0.043353,            0.019232,             0.62919,             0.17436,             0.23184,             0.11608,            0.053759,            0.016758,            0.042301,           0.0045352,           0.0045352,           0.0045352
                 140,            0.047694,            0.044413,            0.020547,             0.33792,             0.21481,             0.22784,             0.10943,            0.051591,            0.017183,            0.038654,           0.0044956,           0.0044956,           0.0044956
                 141,            0.047081,            0.043051,            0.019583,             0.23671,             0.18214,             0.17853,             0.08384,            0.051443,            0.017616,            0.037735,            0.004456,            0.004456,            0.004456
                 142,            0.047616,            0.042062,            0.019739,              0.4944,             0.18974,             0.21423,            0.093343,            0.052166,            0.017284,            0.037884,           0.0044164,           0.0044164,           0.0044164
                 143,             0.04787,            0.042574,            0.018262,             0.43466,             0.16011,             0.18108,            0.081735,            0.052423,            0.016913,            0.042377,           0.0043768,           0.0043768,           0.0043768
                 144,            0.047018,            0.041459,            0.019449,             0.51703,             0.19111,             0.22773,             0.10861,            0.054625,            0.016884,            0.037918,           0.0043372,           0.0043372,           0.0043372
                 145,            0.046308,            0.041642,            0.019551,             0.27891,             0.20839,             0.19995,            0.094279,            0.052397,            0.017213,            0.036804,           0.0042976,           0.0042976,           0.0042976
                 146,            0.047606,            0.042902,            0.018135,             0.50608,             0.23596,             0.26026,             0.12203,              0.0523,            0.017185,            0.035416,            0.004258,            0.004258,            0.004258
                 147,            0.047976,            0.041387,            0.018583,             0.48897,             0.21106,             0.23233,             0.10182,             0.05339,            0.016842,            0.034546,           0.0042184,           0.0042184,           0.0042184
                 148,             0.04718,            0.043205,            0.018398,             0.32539,             0.19495,             0.15827,            0.073941,            0.051947,            0.017038,            0.034851,           0.0041788,           0.0041788,           0.0041788
                 149,            0.047034,            0.042191,            0.017434,              0.2477,              0.2529,             0.18161,            0.084941,            0.053644,            0.017318,            0.033516,           0.0041392,           0.0041392,           0.0041392
                 150,            0.047349,            0.040787,            0.018529,             0.24636,             0.29038,             0.17905,            0.076886,            0.055072,            0.016705,            0.033905,           0.0040996,           0.0040996,           0.0040996
                 151,            0.047225,            0.042705,            0.017017,             0.20879,              0.2385,             0.16206,            0.072816,            0.054569,            0.017213,            0.037159,             0.00406,             0.00406,             0.00406
                 152,            0.045918,            0.042215,            0.017276,             0.58065,             0.19936,             0.25856,             0.11793,            0.054721,            0.017009,             0.03363,           0.0040204,           0.0040204,           0.0040204
                 153,            0.046354,            0.041498,            0.017106,             0.24308,              0.2029,             0.18783,            0.093546,            0.053965,            0.016981,            0.034088,           0.0039808,           0.0039808,           0.0039808
                 154,            0.046628,             0.04304,            0.016604,             0.42828,              0.1737,             0.19469,            0.092203,            0.054273,             0.01721,            0.035358,           0.0039412,           0.0039412,           0.0039412
                 155,            0.047385,            0.044283,            0.016515,             0.27873,             0.19549,             0.18243,            0.086987,            0.053723,            0.016772,            0.037266,           0.0039016,           0.0039016,           0.0039016
                 156,            0.046355,            0.042615,            0.017849,             0.45325,               0.179,             0.19846,             0.09684,            0.053817,            0.017004,            0.036049,            0.003862,            0.003862,            0.003862
                 157,            0.046061,            0.041572,            0.015734,             0.46481,             0.18963,             0.21856,            0.096312,            0.054922,            0.017262,            0.032051,           0.0038224,           0.0038224,           0.0038224
                 158,            0.046463,            0.041761,            0.016523,             0.52879,             0.21926,             0.23085,             0.10298,            0.054177,            0.017661,            0.035828,           0.0037828,           0.0037828,           0.0037828
                 159,            0.046369,            0.041871,            0.016336,             0.29506,             0.18954,             0.14599,            0.053176,            0.053963,             0.01716,            0.038788,           0.0037432,           0.0037432,           0.0037432
                 160,            0.046022,            0.042322,            0.017318,             0.44669,             0.23096,             0.22827,             0.10373,            0.053328,            0.017246,            0.034988,           0.0037036,           0.0037036,           0.0037036
                 161,            0.046196,             0.04111,            0.016892,              0.4183,             0.15612,             0.15796,            0.073897,            0.052576,            0.017495,            0.038567,            0.003664,            0.003664,            0.003664
