               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.040888,            0.036922,             0.01069,             0.27303,             0.19519,             0.16591,            0.088444,             0.05288,            0.018035,            0.038956,            0.003862,            0.003862,            0.003862
                 157,            0.040498,            0.036474,           0.0094623,             0.30809,             0.18076,             0.18681,            0.087532,            0.053528,            0.018302,              0.0382,           0.0038224,           0.0038224,           0.0038224
                 158,            0.040558,            0.036167,           0.0095349,             0.48916,              0.2339,             0.23569,             0.11118,            0.053941,            0.018146,            0.039902,           0.0037828,           0.0037828,           0.0037828
                 159,            0.040492,            0.036431,            0.010453,             0.26114,               0.285,             0.19433,            0.095313,            0.052663,            0.018038,            0.040462,           0.0037432,           0.0037432,           0.0037432
                 160,            0.039767,            0.037105,            0.011223,             0.33954,             0.20762,             0.18587,            0.084264,            0.054213,            0.018131,             0.03743,           0.0037036,           0.0037036,           0.0037036
                 161,            0.039815,            0.036132,            0.010284,             0.28131,             0.21076,             0.18814,             0.08479,            0.052999,            0.017856,            0.037643,            0.003664,            0.003664,            0.003664
                 162,            0.039796,            0.036946,            0.010622,             0.40048,             0.20537,             0.21846,             0.10549,            0.054672,            0.017743,            0.038681,           0.0036244,           0.0036244,           0.0036244
                 163,            0.038916,            0.035673,             0.01124,             0.42481,             0.21995,             0.22417,             0.10658,             0.05314,            0.018291,            0.039497,           0.0035848,           0.0035848,           0.0035848
                 164,             0.03914,            0.035686,            0.010646,             0.35743,             0.24213,             0.23172,             0.11672,            0.053933,            0.018181,            0.040726,           0.0035452,           0.0035452,           0.0035452
                 165,            0.039419,            0.035423,            0.010573,             0.41819,              0.1801,             0.20983,             0.10259,            0.053993,            0.018347,            0.040291,           0.0035056,           0.0035056,           0.0035056
                 166,            0.039475,            0.035909,            0.011048,             0.31402,              0.2188,                 0.2,            0.097656,            0.052096,            0.017984,            0.042828,            0.003466,            0.003466,            0.003466
                 167,            0.039608,            0.035946,           0.0095906,             0.44594,             0.22696,             0.23812,             0.11112,            0.052092,            0.017921,            0.037922,           0.0034264,           0.0034264,           0.0034264
                 168,            0.038789,            0.036571,            0.009173,             0.26431,             0.26598,             0.20538,             0.10639,            0.053334,            0.017841,            0.038315,           0.0033868,           0.0033868,           0.0033868
                 169,            0.038099,            0.035223,            0.010573,             0.34584,              0.1753,             0.17341,            0.084144,            0.052591,            0.017942,            0.038631,           0.0033472,           0.0033472,           0.0033472
                 170,            0.038882,            0.035695,            0.009384,             0.26137,             0.23554,             0.20993,             0.10033,            0.052123,            0.018542,            0.039558,           0.0033076,           0.0033076,           0.0033076
                 171,             0.03892,            0.036231,           0.0087098,              0.2116,             0.24358,             0.18811,            0.093879,            0.053555,            0.018351,            0.038162,            0.003268,            0.003268,            0.003268
                 172,            0.038593,             0.03516,           0.0089597,             0.39768,             0.20373,             0.20063,            0.091865,             0.05349,            0.018172,            0.036526,           0.0032284,           0.0032284,           0.0032284
                 173,            0.038873,            0.036248,           0.0090049,             0.37202,             0.19514,             0.16671,             0.08594,            0.052344,            0.018856,            0.036625,           0.0031888,           0.0031888,           0.0031888
                 174,            0.038994,            0.034546,           0.0093296,             0.28963,               0.225,             0.18362,             0.10445,            0.053232,            0.018392,            0.038258,           0.0031492,           0.0031492,           0.0031492
                 175,             0.03809,            0.036012,           0.0096985,             0.23681,             0.25365,             0.17835,             0.10527,            0.054197,            0.017956,            0.040619,           0.0031096,           0.0031096,           0.0031096
                 176,              0.0393,            0.035062,            0.009544,             0.38759,             0.25201,             0.24683,             0.11673,             0.05622,            0.018097,             0.03986,             0.00307,             0.00307,             0.00307
                 177,             0.03846,            0.034492,           0.0090021,             0.45718,             0.19055,             0.20317,             0.09538,            0.056007,            0.017678,            0.037693,           0.0030304,           0.0030304,           0.0030304
                 178,            0.038348,            0.033604,           0.0097423,             0.33975,             0.28113,             0.21531,             0.10977,            0.054129,            0.017904,            0.036945,           0.0029908,           0.0029908,           0.0029908
                 179,            0.039021,            0.035628,           0.0093733,             0.39064,             0.27306,             0.24967,             0.11755,            0.053498,            0.017869,            0.036129,           0.0029512,           0.0029512,           0.0029512
                 180,            0.038264,            0.035346,           0.0093973,             0.28342,             0.25181,             0.18619,            0.093819,            0.053281,            0.018102,            0.037273,           0.0029116,           0.0029116,           0.0029116
                 181,            0.038173,            0.035355,            0.010046,             0.28475,             0.23515,             0.19269,            0.091584,            0.054039,            0.017706,             0.03648,            0.002872,            0.002872,            0.002872
                 182,            0.037851,            0.035786,            0.008081,             0.32783,             0.22457,             0.19119,             0.10699,            0.054878,            0.017911,            0.035007,           0.0028324,           0.0028324,           0.0028324
                 183,            0.037687,            0.034712,            0.010236,             0.26136,             0.26446,             0.21738,             0.10701,            0.054982,            0.017967,            0.032799,           0.0027928,           0.0027928,           0.0027928
                 184,            0.038514,            0.035261,           0.0088726,             0.24907,             0.26733,             0.18759,            0.091646,            0.054505,            0.018164,            0.036015,           0.0027532,           0.0027532,           0.0027532
                 185,            0.037351,            0.034831,           0.0078547,             0.29029,              0.1713,             0.16126,              0.0863,            0.054936,            0.018021,            0.037704,           0.0027136,           0.0027136,           0.0027136
                 186,            0.037972,            0.035506,           0.0084048,             0.20986,             0.23853,             0.17779,            0.089271,            0.054104,            0.017513,             0.04155,            0.002674,            0.002674,            0.002674
                 187,            0.037276,            0.033413,           0.0080459,             0.35439,             0.24186,             0.23444,             0.10561,            0.054453,            0.017814,            0.039684,           0.0026344,           0.0026344,           0.0026344
                 188,            0.037604,            0.034562,           0.0085436,             0.40186,             0.17594,               0.214,             0.10549,            0.054822,            0.017891,            0.036797,           0.0025948,           0.0025948,           0.0025948
                 189,            0.037529,            0.034116,           0.0082001,             0.21163,             0.24742,             0.18164,            0.091561,            0.054016,            0.017796,            0.038788,           0.0025552,           0.0025552,           0.0025552
                 190,            0.037959,            0.034735,           0.0096182,             0.34869,             0.23302,             0.22136,             0.11587,             0.05356,            0.017878,            0.039639,           0.0025156,           0.0025156,           0.0025156
                 191,            0.037828,            0.035079,           0.0086889,             0.34998,              0.2579,             0.23355,             0.11019,            0.054128,            0.018326,            0.038197,            0.002476,            0.002476,            0.002476
                 192,            0.037279,            0.035801,           0.0092045,             0.27042,             0.20966,             0.18764,             0.08745,            0.054018,            0.018515,            0.036617,           0.0024364,           0.0024364,           0.0024364
                 193,            0.037681,            0.033346,           0.0090032,             0.26589,             0.23921,             0.20137,             0.10023,            0.051441,            0.018211,            0.035748,           0.0023968,           0.0023968,           0.0023968
                 194,            0.037542,            0.033509,           0.0087158,             0.26733,              0.2589,             0.22149,             0.11182,            0.052015,            0.018272,            0.035988,           0.0023572,           0.0023572,           0.0023572
                 195,            0.037468,            0.035487,           0.0079151,              0.3187,             0.24153,              0.2221,             0.11625,            0.053021,            0.018624,            0.039658,           0.0023176,           0.0023176,           0.0023176
                 196,            0.036807,            0.034759,            0.008572,             0.34923,             0.20855,             0.21443,             0.11026,            0.053007,            0.018396,            0.037052,            0.002278,            0.002278,            0.002278
                 197,            0.037471,            0.033962,           0.0091363,             0.40283,             0.17301,             0.19195,            0.094532,            0.052691,            0.018389,            0.035866,           0.0022384,           0.0022384,           0.0022384
                 198,            0.036622,            0.034219,           0.0078157,             0.22044,             0.23072,             0.15911,              0.0841,            0.052707,            0.018809,             0.03492,           0.0021988,           0.0021988,           0.0021988
                 199,            0.035279,            0.031572,           0.0084643,             0.31793,             0.23727,             0.20284,             0.11266,            0.051871,            0.018321,            0.037025,           0.0021592,           0.0021592,           0.0021592
                 200,            0.036959,            0.033361,           0.0080932,              0.2979,             0.25856,             0.20991,             0.10921,            0.053353,            0.017889,            0.038933,           0.0021196,           0.0021196,           0.0021196
                 201,            0.035996,            0.032751,           0.0078481,             0.26033,             0.30288,             0.19699,             0.10532,              0.0532,            0.017965,            0.036858,             0.00208,             0.00208,             0.00208
                 202,            0.037046,            0.032517,           0.0078207,             0.23509,             0.26677,              0.1787,            0.089425,            0.053781,            0.018237,            0.038078,           0.0020404,           0.0020404,           0.0020404
                 203,            0.037193,            0.035039,           0.0079769,             0.25681,             0.23563,             0.18857,            0.094545,             0.05265,            0.018328,            0.038845,           0.0020008,           0.0020008,           0.0020008
                 204,            0.036618,            0.032044,           0.0081806,             0.30588,             0.25021,             0.19945,             0.10442,            0.053404,            0.017984,            0.036457,           0.0019612,           0.0019612,           0.0019612
                 205,            0.036245,            0.033244,           0.0083185,             0.27613,             0.23067,             0.17785,            0.093884,            0.053172,             0.01809,            0.039272,           0.0019216,           0.0019216,           0.0019216
                 206,            0.035915,            0.032773,           0.0083866,             0.30509,             0.17511,              0.1789,            0.095066,            0.053107,            0.018226,            0.038364,            0.001882,            0.001882,            0.001882
                 207,            0.036191,            0.033027,           0.0077823,             0.37747,             0.20984,             0.21539,             0.10758,            0.053368,            0.018284,            0.037579,           0.0018424,           0.0018424,           0.0018424
                 208,             0.03611,            0.033439,           0.0082957,             0.28091,             0.25132,             0.22288,             0.11113,            0.053356,            0.018146,            0.038975,           0.0018028,           0.0018028,           0.0018028
                 209,            0.036097,            0.033295,           0.0072863,             0.34349,             0.26902,             0.21281,              0.1087,            0.053636,            0.017997,            0.036922,           0.0017632,           0.0017632,           0.0017632
                 210,            0.035949,            0.032952,           0.0072118,             0.31577,             0.24474,             0.20814,              0.1088,            0.053951,            0.017998,            0.038345,           0.0017236,           0.0017236,           0.0017236
                 211,            0.036085,            0.032791,           0.0077857,             0.31642,             0.26305,              0.2038,              0.1068,            0.053895,            0.018285,            0.037434,            0.001684,            0.001684,            0.001684
                 212,             0.03587,            0.032702,           0.0069424,             0.35339,             0.24808,             0.21448,             0.10381,            0.053391,            0.018419,            0.039001,           0.0016444,           0.0016444,           0.0016444
                 213,            0.036098,            0.032456,           0.0080123,             0.28486,             0.27984,             0.21036,             0.10359,             0.05394,             0.01837,            0.038883,           0.0016048,           0.0016048,           0.0016048
                 214,            0.036135,             0.03325,           0.0079477,             0.28054,             0.24032,             0.19993,             0.10837,            0.053613,            0.018243,            0.039272,           0.0015652,           0.0015652,           0.0015652
                 215,             0.03597,              0.0334,           0.0071776,             0.19871,             0.22596,             0.20302,             0.10576,            0.053149,            0.018053,             0.03796,           0.0015256,           0.0015256,           0.0015256
                 216,             0.03596,            0.031471,           0.0075065,             0.42466,             0.19049,             0.21074,             0.11097,            0.053525,            0.018209,            0.037167,            0.001486,            0.001486,            0.001486
                 217,            0.035047,            0.031337,           0.0070686,             0.32609,             0.21957,             0.21243,             0.11435,            0.054037,            0.018315,            0.038586,           0.0014464,           0.0014464,           0.0014464
                 218,            0.034941,            0.032285,           0.0067033,             0.29336,             0.29033,             0.23389,             0.12184,            0.053592,              0.0185,            0.037857,           0.0014068,           0.0014068,           0.0014068
                 219,            0.034779,             0.03228,           0.0070048,             0.22844,             0.23481,             0.19864,             0.10473,             0.05311,            0.018458,            0.038952,           0.0013672,           0.0013672,           0.0013672
                 220,            0.034389,            0.031006,           0.0070506,             0.24382,             0.23492,               0.209,             0.11186,            0.052668,             0.01848,            0.039574,           0.0013276,           0.0013276,           0.0013276
                 221,            0.035422,             0.03143,           0.0072037,             0.26759,             0.27517,             0.24093,             0.12638,            0.052796,             0.01827,             0.03764,            0.001288,            0.001288,            0.001288
                 222,            0.035365,            0.032159,           0.0067064,             0.32134,             0.22714,              0.2264,              0.1178,             0.05332,            0.018317,            0.036255,           0.0012484,           0.0012484,           0.0012484
                 223,            0.034414,             0.03351,           0.0069166,             0.24632,             0.26723,             0.20912,             0.10137,            0.053473,            0.018185,            0.037708,           0.0012088,           0.0012088,           0.0012088
                 224,            0.034719,             0.03251,           0.0066156,             0.24123,             0.24259,              0.2013,            0.099328,            0.052967,            0.018647,             0.03735,           0.0011692,           0.0011692,           0.0011692
                 225,            0.034572,            0.032601,           0.0061442,             0.27648,             0.24011,              0.2135,             0.10414,            0.053445,            0.018694,            0.037491,           0.0011296,           0.0011296,           0.0011296
                 226,            0.034474,            0.032769,           0.0065035,             0.36897,             0.19049,             0.18095,            0.094273,            0.052545,            0.019041,            0.036972,             0.00109,             0.00109,             0.00109
                 227,            0.035123,            0.032606,           0.0069835,             0.44065,             0.19658,             0.18783,            0.098571,            0.052151,            0.018779,             0.03804,           0.0010504,           0.0010504,           0.0010504
                 228,            0.034958,            0.030491,           0.0069075,             0.30024,             0.21685,             0.21712,             0.11433,            0.052725,            0.018385,            0.039169,           0.0010108,           0.0010108,           0.0010108
                 229,            0.034374,            0.032615,           0.0068298,             0.23987,             0.29766,             0.23363,             0.11445,            0.053194,            0.018314,             0.03809,           0.0009712,           0.0009712,           0.0009712
                 230,            0.034167,            0.032068,           0.0061452,             0.47538,             0.18731,             0.22624,              0.1114,            0.053389,             0.01849,            0.036808,           0.0009316,           0.0009316,           0.0009316
                 231,            0.034303,             0.03204,           0.0053114,             0.27419,              0.2648,             0.22293,              0.1132,            0.053329,            0.018524,            0.036442,            0.000892,            0.000892,            0.000892
                 232,             0.03522,            0.032563,           0.0068774,              0.4254,             0.22435,             0.22574,             0.11568,            0.053241,            0.018518,            0.035442,           0.0008524,           0.0008524,           0.0008524
                 233,            0.034887,            0.031047,           0.0072404,             0.32669,             0.24124,             0.21407,             0.10543,            0.053004,            0.018241,            0.035759,           0.0008128,           0.0008128,           0.0008128
                 234,            0.034526,            0.032419,           0.0064741,             0.42147,             0.19929,             0.21388,             0.11031,            0.053084,            0.018082,            0.036308,           0.0007732,           0.0007732,           0.0007732
                 235,            0.034104,            0.030693,           0.0058132,             0.29862,             0.32476,             0.23386,             0.11926,            0.053145,            0.018514,            0.036274,           0.0007336,           0.0007336,           0.0007336
                 236,            0.034592,            0.030642,           0.0062234,             0.36103,             0.30929,             0.23946,             0.11624,            0.052847,            0.018376,            0.035141,            0.000694,            0.000694,            0.000694
                 237,            0.034308,            0.030071,           0.0074552,             0.38227,             0.27154,             0.24029,             0.11865,            0.052676,            0.018257,            0.035454,           0.0006544,           0.0006544,           0.0006544
                 238,             0.03365,              0.0312,           0.0063507,             0.31729,             0.27127,             0.22307,             0.11364,            0.052668,            0.018242,            0.036903,           0.0006148,           0.0006148,           0.0006148
                 239,             0.03422,            0.031222,           0.0060748,             0.27824,             0.27892,             0.21563,             0.11398,            0.052494,            0.018568,            0.037094,           0.0005752,           0.0005752,           0.0005752
                 240,            0.033644,            0.030828,           0.0071328,             0.35074,              0.2351,             0.22066,             0.10794,            0.052656,            0.018866,            0.037884,           0.0005356,           0.0005356,           0.0005356
                 241,            0.034124,            0.030155,           0.0062608,             0.29617,              0.2502,              0.2072,             0.10309,            0.052676,            0.018589,            0.038799,            0.000496,            0.000496,            0.000496
                 242,             0.03462,            0.030912,           0.0069096,             0.48571,             0.20438,              0.2184,             0.10696,            0.052586,            0.018521,            0.039173,           0.0004564,           0.0004564,           0.0004564
                 243,            0.033896,            0.030339,           0.0062498,             0.33527,             0.24141,               0.229,             0.11798,            0.052277,            0.018534,            0.038101,           0.0004168,           0.0004168,           0.0004168
                 244,            0.032903,             0.03167,           0.0055742,             0.36167,             0.22578,             0.23041,             0.11544,            0.052292,            0.018514,            0.037319,           0.0003772,           0.0003772,           0.0003772
                 245,            0.034628,            0.032049,           0.0056902,             0.32683,             0.26465,             0.22868,             0.11412,            0.052453,            0.018355,            0.037094,           0.0003376,           0.0003376,           0.0003376
                 246,            0.034288,            0.029977,           0.0066136,             0.33198,              0.2502,             0.22896,              0.1171,            0.052439,             0.01855,            0.037167,            0.000298,            0.000298,            0.000298
                 247,             0.03401,            0.030473,           0.0055442,             0.29655,              0.2921,             0.22757,             0.11657,            0.052551,            0.018649,            0.037258,           0.0002584,           0.0002584,           0.0002584
                 248,             0.03334,             0.03085,           0.0063129,             0.30685,             0.31003,             0.23834,             0.12139,             0.05258,            0.018607,            0.037148,           0.0002188,           0.0002188,           0.0002188
                 249,            0.033064,            0.029893,           0.0061612,             0.29428,             0.26074,              0.2347,             0.11997,            0.052556,            0.018568,            0.037197,           0.0001792,           0.0001792,           0.0001792
